velocity,radius,weight,stiffness,ideal_x,ideal_y,displacement_x,displacement_y
120.0838,3.3160,10.0000,1.5231,2.3448,2.3448,-100.4695,100.4398
111.8771,1.6284,10.0000,0.9219,1.1514,1.1514,-144.1904,144.1559
121.9669,31.8847,10.0000,1.4373,22.5459,22.5459,0.0695,103.4662
57.4959,1.6834,10.0000,1.9126,1.1903,1.1903,-18.4129,18.3654
92.5919,4.2977,10.0000,1.3502,3.0389,3.0389,-67.1291,67.3809
86.3242,14.4791,10.0000,1.5397,10.2383,10.2383,-0.1200,48.5681
79.5078,2.2884,10.0000,1.9679,1.6181,1.6181,-34.1484,33.9842
41.2605,13.5328,10.0000,1.8487,9.5691,9.5691,-0.0259,9.1737
37.2943,14.3742,10.0000,1.4727,10.1641,10.1641,-0.0322,9.3765
67.7458,0.9706,10.0000,1.9744,0.6863,0.6863,-24.7904,24.7021
34.1569,1.3723,10.0000,0.7457,0.9704,0.9704,-16.5628,16.5468
120.6674,37.1005,10.0000,1.2647,26.2340,26.2340,0.0886,115.3896
147.9156,16.3713,10.0000,1.4410,11.5763,11.5763,-0.0120,151.7090
4.4988,2.1338,10.0000,1.7000,1.5088,1.5088,-0.0972,0.2767
80.3496,17.1507,10.0000,1.1267,12.1274,12.1274,0.1592,57.3412
13.0616,26.6791,10.0000,0.5823,18.8650,18.8650,-0.0175,2.7271
120.3137,4.4354,10.0000,1.2787,3.1363,3.1363,-119.8687,120.0805
148.3717,14.9303,10.0000,0.7018,10.5573,10.5573,-0.0412,313.7010
10.0419,20.9599,10.0000,1.0505,14.8209,14.8209,0.1234,0.9530
140.9098,3.1990,10.0000,1.5449,2.2620,2.2620,-136.2810,136.4402
2.7266,1.6615,10.0000,0.6944,1.1749,1.1749,-0.2188,0.0594
102.5758,33.6980,10.0000,1.6788,23.8281,23.8281,-0.0040,62.7514
117.5605,38.7389,10.0000,0.5755,27.3926,27.3926,-0.0290,240.0349
80.1206,27.1590,10.0000,1.7234,19.2043,19.2043,0.1224,37.1758
132.8039,2.1129,10.0000,1.8004,1.4941,1.4941,-103.9508,104.0231
134.8507,32.7825,10.0000,0.7953,23.1807,23.1807,0.0971,228.6629
93.8906,19.3754,10.0000,1.4111,13.7005,13.7005,-0.0014,62.3003
20.6803,4.4939,10.0000,1.9950,3.1777,3.1777,-2.3518,2.2604
32.6702,18.6125,10.0000,0.5636,13.1610,13.1610,0.0025,18.9662
27.3212,11.3805,10.0000,0.7082,8.0472,8.0472,-0.0055,10.5207
6.2730,42.9954,10.0000,0.8344,30.4023,30.4023,0.0017,0.3763
16.0412,17.9669,10.0000,1.3745,12.7045,12.7045,-0.0147,1.7745
92.4665,4.5524,10.0000,1.5067,3.2190,3.2190,-60.1470,60.2081
140.9492,2.5158,10.0000,1.5848,1.7789,1.7789,-133.0935,132.9072
53.1684,45.8975,10.0000,1.2567,32.4544,32.4544,0.1086,22.3978
61.5944,10.0944,10.0000,1.4669,7.1378,7.1378,0.1750,25.9263
147.6524,32.6237,10.0000,0.5546,23.0685,23.0685,-0.1316,393.2928
141.8369,1.7098,10.0000,0.7908,1.2090,1.2090,-270.0350,269.9270
101.4967,17.7757,10.0000,1.6243,12.5693,12.5693,0.0482,63.4662
148.2453,27.8659,10.0000,0.9623,19.7042,19.7042,0.1935,228.3020
115.0247,29.2494,10.0000,1.6236,20.6824,20.6824,0.0387,81.4861
50.5049,7.3468,10.0000,1.7781,5.1950,5.1950,-0.0608,14.1739
99.3573,24.6687,10.0000,0.6490,17.4434,17.4434,0.1135,152.1481
36.6248,2.9922,10.0000,1.3967,2.1158,2.1158,-10.1334,10.2945
44.3261,14.8428,10.0000,1.5809,10.4955,10.4955,-0.0249,12.4641
102.0268,46.3253,10.0000,1.3531,32.7569,32.7569,0.0748,76.9551
79.1770,1.3048,10.0000,0.8527,0.9226,0.9226,-77.8400,77.8545
61.7390,36.1154,10.0000,1.8660,25.5374,25.5374,0.0355,20.3256
90.3957,4.3687,10.0000,1.9259,3.0891,3.0891,-45.1264,44.9173
112.5780,10.2166,10.0000,1.2745,7.2243,7.2243,0.0705,99.3209
87.5300,21.1830,10.0000,1.5606,14.9787,14.9787,0.1137,49.1166
82.7689,18.7725,10.0000,1.6982,13.2742,13.2742,-0.0830,40.4515
87.5356,18.6012,10.0000,0.7995,13.1530,13.1530,-0.0576,95.7988
76.7730,30.2650,10.0000,0.6603,21.4006,21.4006,0.0319,89.2607
12.3889,40.8245,10.0000,1.4279,28.8672,28.8672,0.1676,1.0204
107.9355,26.1477,10.0000,0.5333,18.4892,18.4892,0.1444,218.4826
149.4234,40.6027,10.0000,0.5563,28.7104,28.7104,0.0536,401.2887
53.1801,1.5439,10.0000,0.6730,1.0917,1.0917,-44.4503,44.5893
145.6888,23.8446,10.0000,1.7280,16.8607,16.8607,0.0132,122.7757
51.9673,1.2565,10.0000,1.0653,0.8885,0.8885,-26.7932,26.7509
132.9816,38.2788,10.0000,0.8437,27.0672,27.0672,-0.0792,209.6595
68.2042,21.0885,10.0000,1.0522,14.9119,14.9119,0.0585,44.1883
62.0141,47.7420,10.0000,0.7618,33.7587,33.7587,-0.0696,50.3272
32.6598,38.7566,10.0000,1.6622,27.4051,27.4051,0.3644,6.3404
18.8482,5.8810,10.0000,0.9950,4.1585,4.1585,-0.0211,3.4952
46.3372,38.9825,10.0000,0.9737,27.5648,27.5648,0.0198,22.0374
108.9157,46.0311,10.0000,1.5869,32.5489,32.5489,-0.1747,74.5984
117.4308,20.6489,10.0000,1.3774,14.6010,14.6010,-0.0583,100.2667
104.0681,0.6203,10.0000,1.6666,0.4386,0.4386,-68.9696,68.9813
1.4703,1.9509,10.0000,1.0394,1.3795,1.3795,0.0460,0.1422
126.4820,2.9982,10.0000,0.7771,2.1201,2.1201,-218.2693,218.4140
138.3498,4.2104,10.0000,1.3605,2.9772,2.9772,-149.1623,149.2416
115.6431,8.2078,10.0000,1.2246,5.8038,5.8038,0.2339,109.2605
6.3990,4.1191,10.0000,1.1324,2.9127,2.9127,-0.4084,0.3477
56.7279,43.4790,10.0000,0.9760,30.7443,30.7443,0.1347,33.0524
105.6509,9.2459,10.0000,1.9589,6.5378,6.5378,-0.0545,56.9628
109.4270,0.6098,10.0000,0.8873,0.4312,0.4312,-143.2243,143.0910
33.6416,29.7306,10.0000,1.3506,21.0227,21.0227,0.0164,8.3156
40.3582,46.1986,10.0000,1.0281,32.6674,32.6674,-0.0578,15.7369
100.9547,2.1718,10.0000,0.9680,1.5357,1.5357,-111.6320,111.6492
71.6238,28.4905,10.0000,0.5141,20.1458,20.1458,-0.1455,99.8332
93.5575,7.3384,10.0000,1.5022,5.1891,5.1891,0.0855,58.1313
35.4667,24.8409,10.0000,1.8285,17.5652,17.5652,-0.0976,6.8077
26.5686,36.1035,10.0000,1.1320,25.5290,25.5290,-0.2952,6.2523
124.4465,2.7134,10.0000,1.7879,1.9187,1.9187,-91.8076,92.0036
115.0383,16.7620,10.0000,1.9220,11.8525,11.8525,0.1802,68.7741
140.1717,45.3158,10.0000,1.0642,32.0431,32.0431,-0.1378,184.5672
16.1833,25.6871,10.0000,0.8049,18.1635,18.1635,0.1295,3.2957
27.3341,2.5972,10.0000,0.7688,1.8365,1.8365,-10.3745,10.1521
14.8643,15.4409,10.0000,0.9594,10.9183,10.9183,0.0849,2.2768
73.4646,13.8174,10.0000,1.7755,9.7704,9.7704,-0.1125,30.4358
28.9868,43.2362,10.0000,1.2884,30.5726,30.5726,-0.0437,6.5673
134.3837,38.3724,10.0000,1.7427,27.1334,27.1334,-0.0850,103.7402
14.8634,34.7997,10.0000,0.6603,24.6071,24.6071,-0.0817,3.3573
6.6248,9.8190,10.0000,1.4257,6.9431,6.9431,-0.0565,0.3918
83.5943,0.6877,10.0000,1.3502,0.4863,0.4863,-54.9369,55.0267
115.8743,3.2765,10.0000,0.8914,2.3168,2.3168,-159.8677,159.8983
46.7910,42.6278,10.0000,0.5035,30.1424,30.1424,0.0266,43.5237
26.8474,25.4712,10.0000,0.9309,18.0109,18.0109,-0.1054,7.7745
50.8434,34.2783,10.0000,1.7319,24.2385,24.2385,0.1785,15.0202
31.5218,45.6990,10.0000,1.8427,32.3141,32.3141,-0.0396,5.4641
76.5229,9.9818,10.0000,1.9937,7.0582,7.0582,-0.0649,29.3533
135.9546,32.1723,10.0000,0.5127,22.7493,22.7493,0.1103,360.5505
94.3386,5.7372,10.0000,1.5993,4.0568,4.0568,0.0867,55.6095
15.2301,3.1011,10.0000,0.6269,2.1928,2.1928,-3.9782,4.0561
58.6282,9.1045,10.0000,1.4500,6.4378,6.4378,-0.0519,23.7042
8.1925,1.8446,10.0000,1.7076,1.3044,1.3044,-0.3692,0.3855
75.1924,2.4605,10.0000,1.7449,1.7398,1.7398,-34.4591,34.2763
64.7582,45.7552,10.0000,1.3508,32.3538,32.3538,-0.1529,31.0264
149.6341,1.1148,10.0000,0.8901,0.7883,0.7883,-266.8654,266.7739
121.7404,1.8487,10.0000,1.6768,1.3073,1.3073,-93.7354,93.7685
72.8478,29.6429,10.0000,0.7538,20.9607,20.9607,0.0411,70.1585
134.1672,33.9893,10.0000,0.9114,24.0341,24.0341,-0.0896,197.5335
20.6320,3.9262,10.0000,0.5074,2.7762,2.7762,-8.7380,9.0048
58.5007,15.6145,10.0000,1.0963,11.0411,11.0411,0.0086,31.1299
139.1034,32.9258,10.0000,0.5398,23.2821,23.2821,0.1010,358.4690
137.6241,8.5542,10.0000,1.7820,6.0487,6.0487,0.1093,106.2816
107.0361,34.0588,10.0000,0.8073,24.0832,24.0832,-0.0400,141.9350
92.7506,12.9335,10.0000,1.7905,9.1454,9.1454,-0.0287,48.2607
51.4932,0.6589,10.0000,0.5842,0.4659,0.4659,-48.1623,48.0917
140.4041,32.8516,10.0000,0.8353,23.2296,23.2296,-0.1200,236.0205
18.7161,48.6646,10.0000,0.5679,34.4111,34.4111,-0.1729,6.3166
109.5878,35.1137,10.0000,1.6265,24.8291,24.8291,0.1115,73.8252
96.9716,19.9315,10.0000,1.5471,14.0937,14.0937,-0.0993,60.9098
124.9728,25.6049,10.0000,1.8782,18.1054,18.1054,-0.0821,83.1671
59.7423,6.1227,10.0000,1.8634,4.3294,4.3294,0.0204,19.0941
112.4733,1.7128,10.0000,1.7083,1.2111,1.2111,-78.5906,78.6277
125.2831,28.5397,10.0000,1.9995,20.1806,20.1806,0.0231,78.6172
48.3691,49.5136,10.0000,1.7011,35.0114,35.0114,0.0312,13.5689
82.8392,4.9832,10.0000,0.9844,3.5237,3.5237,-74.0692,73.9341
146.8694,37.5514,10.0000,0.5377,26.5528,26.5528,0.1207,401.2258
82.3963,22.8625,10.0000,1.5992,16.1662,16.1662,-0.0971,42.4497
49.5635,31.5828,10.0000,1.2092,22.3324,22.3324,-0.1081,20.2202
92.9207,2.5113,10.0000,1.0889,1.7757,1.7757,-84.0656,84.0599
54.0955,30.7931,10.0000,1.7900,21.7740,21.7740,-0.0779,16.2154
113.4764,27.8453,10.0000,0.5862,19.6896,19.6896,0.2385,219.6340
62.0851,1.1875,10.0000,1.0768,0.8397,0.8397,-37.8921,38.0091
73.8518,11.5496,10.0000,0.7128,8.1668,8.1668,0.1563,76.6172
104.2115,4.4880,10.0000,0.5685,3.1735,3.1735,-202.6000,202.5139
145.9101,18.0927,10.0000,1.5470,12.7935,12.7935,0.1471,137.7006
49.1632,0.6412,10.0000,1.8703,0.4534,0.4534,-13.8611,13.5800
125.6705,27.5515,10.0000,1.0753,19.4818,19.4818,0.0605,146.8434
110.8608,11.3841,10.0000,0.8647,8.0498,8.0498,-0.1478,142.1812
143.1262,23.2873,10.0000,1.8606,16.4666,16.4666,-0.0821,110.0196
4.7884,1.0222,10.0000,1.5530,0.7228,0.7228,-0.2004,-0.0348
53.5303,31.6896,10.0000,1.8435,22.4080,22.4080,-0.0108,15.4363
99.3981,41.4221,10.0000,1.9220,29.2898,29.2898,0.0498,51.4304
42.2252,26.1770,10.0000,1.9050,18.5099,18.5099,0.0143,9.3759
34.5575,35.3355,10.0000,1.9952,24.9860,24.9860,-0.0114,5.9668
106.6693,1.6288,10.0000,1.0954,1.1518,1.1518,-110.2386,110.3401
93.6859,39.0731,10.0000,1.4899,27.6288,27.6288,0.1291,59.0468
88.5913,13.1945,10.0000,1.7344,9.3299,9.3299,0.0436,45.1535
99.0657,32.8838,10.0000,1.4336,23.2523,23.2523,-0.0557,68.4500
7.1332,3.9185,10.0000,1.5508,2.7708,2.7708,-0.3314,0.3827
52.3177,39.6467,10.0000,1.2343,28.0345,28.0345,-0.0801,22.2071
67.7011,23.9489,10.0000,1.2632,16.9344,16.9344,-0.0631,36.2577
36.1357,24.7545,10.0000,1.6696,17.5041,17.5041,0.1064,7.8682
107.2568,26.9951,10.0000,0.5607,19.0884,19.0884,-0.0253,204.9741
128.4273,14.7575,10.0000,1.8515,10.4351,10.4351,-0.0456,89.0141
42.2262,42.4811,10.0000,1.5981,30.0386,30.0386,-0.0452,11.2069
109.6576,27.5695,10.0000,1.4237,19.4946,19.4946,0.0847,84.2318
20.6644,9.6229,10.0000,1.6328,6.8044,6.8044,0.1741,2.6875
125.5084,21.3962,10.0000,0.9267,15.1294,15.1294,-0.1671,170.0317
20.7903,41.9361,10.0000,0.8094,29.6533,29.6533,0.1000,5.4528
88.2314,4.5424,10.0000,1.4783,3.2120,3.2120,-55.8370,55.8762
54.9235,1.5054,10.0000,1.8922,1.0645,1.0645,-16.8242,17.2188
121.0139,10.5280,10.0000,1.7069,7.4444,7.4444,-0.0304,85.8555
75.5671,34.2211,10.0000,1.0257,24.1980,24.1980,-0.2189,55.7668
73.4392,38.1481,10.0000,0.9053,26.9748,26.9748,0.0476,59.5513
131.5573,36.9799,10.0000,1.6169,26.1488,26.1488,0.1043,107.0238
52.9713,9.7401,10.0000,1.5845,6.8873,6.8873,0.2181,17.7032
67.4165,48.1372,10.0000,1.7851,34.0381,34.0381,0.0053,25.3227
144.5295,24.0662,10.0000,1.8782,17.0174,17.0174,-0.0501,111.2767
6.3447,30.2051,10.0000,0.9035,21.3582,21.3582,-0.1383,0.4128
145.9438,9.4452,10.0000,1.5322,6.6788,6.6788,0.0729,139.0051
28.3810,3.5298,10.0000,1.4270,2.4960,2.4960,-6.1415,6.0255
100.0680,26.7403,10.0000,0.6073,18.9082,18.9082,-0.0999,164.8047
87.9659,4.1845,10.0000,0.7826,2.9589,2.9589,-104.9614,104.8853
101.2669,11.9131,10.0000,1.0034,8.4238,8.4238,0.0297,102.0345
54.1533,18.8811,10.0000,0.9666,13.3510,13.3510,-0.1421,30.3064
93.0418,4.7702,10.0000,1.1303,3.3730,3.3730,-81.3748,81.4244
121.6726,10.8912,10.0000,0.6316,7.7013,7.7013,0.0971,234.3727
2.8886,4.4344,10.0000,1.3398,3.1356,3.1356,-0.1606,0.0680
12.5810,20.4583,10.0000,1.5014,14.4662,14.4662,0.1078,1.0792
146.2203,34.8377,10.0000,0.6730,24.6340,24.6340,0.0586,317.7026
97.7024,28.2291,10.0000,0.9735,19.9610,19.9610,0.0474,98.0054
34.6857,40.8500,10.0000,1.9712,28.8853,28.8853,-0.2603,6.1028
60.5237,30.9468,10.0000,1.8288,21.8827,21.8827,-0.1665,20.3221
18.3031,8.0093,10.0000,0.5341,5.6635,5.6635,0.0833,6.3091
40.2658,2.2718,10.0000,1.7949,1.6064,1.6064,-9.6202,9.7156
38.6769,4.7163,10.0000,0.8675,3.3349,3.3349,-18.2798,18.4472
49.7498,16.1817,10.0000,1.1504,11.4422,11.4422,-0.0237,21.4786
22.8351,45.8906,10.0000,0.7031,32.4495,32.4495,0.0655,7.5129
52.2011,45.0279,10.0000,0.8234,31.8395,31.8395,-0.0331,33.2103
18.2488,2.4660,10.0000,1.6621,1.7437,1.7437,-2.1227,2.1018
132.6230,1.2314,10.0000,0.6308,0.8707,0.8707,-295.8005,295.8452
14.1418,49.5413,10.0000,1.1006,35.0310,35.0310,0.1157,1.9255
139.5061,19.5645,10.0000,1.3852,13.8342,13.8342,-0.0040,140.4774
59.8530,49.4339,10.0000,0.7948,34.9551,34.9551,0.1099,45.0363
7.1102,32.6239,10.0000,1.5452,23.0686,23.0686,-0.0712,0.2280
51.3560,1.8942,10.0000,1.3895,1.3394,1.3394,-20.0122,20.2553
110.3949,34.3437,10.0000,1.1963,24.2846,24.2846,-0.0009,101.8448
119.2023,32.0606,10.0000,0.8617,22.6702,22.6702,0.0600,164.8314
81.7359,3.5650,10.0000,1.1192,2.5208,2.5208,-63.3528,63.3026
102.9335,40.9007,10.0000,1.6557,28.9212,28.9212,-0.0451,63.9208
134.0449,32.4701,10.0000,0.5530,22.9598,22.9598,0.1360,325.0714
8.2188,4.7032,10.0000,1.4113,3.3257,3.3257,-0.7228,0.5476
45.5492,21.9757,10.0000,0.6192,15.5392,15.5392,-0.0353,33.3397
6.9287,4.7633,10.0000,1.1231,3.3681,3.3681,-0.4757,0.3500
29.3215,12.8591,10.0000,1.9782,9.0928,9.0928,0.0059,4.3626
108.0249,3.1959,10.0000,1.7640,2.2598,2.2598,-70.1173,70.3545
108.2630,7.6961,10.0000,0.5786,5.4420,5.4420,-0.1217,202.6013
131.6699,4.7699,10.0000,1.5913,3.3729,3.3729,-115.3390,115.7478
87.3649,2.3181,10.0000,0.6724,1.6391,1.6391,-120.4131,120.3044
10.6027,11.8559,10.0000,1.2281,8.3834,8.3834,0.1644,0.9104
138.4117,22.2538,10.0000,1.8029,15.7358,15.7358,-0.0264,106.2368
120.0558,5.5888,10.0000,0.5251,3.9519,3.9519,-0.0699,274.5129
42.8920,48.4418,10.0000,1.7284,34.2535,34.2535,-0.1207,10.5356
81.5495,19.3184,10.0000,1.6758,13.6602,13.6602,-0.0703,39.7617
147.7164,48.0022,10.0000,0.7906,33.9427,33.9427,-0.0425,276.0086
107.3517,0.6846,10.0000,1.8693,0.4841,0.4841,-65.3348,65.2458
125.8454,6.3032,10.0000,1.5255,4.4570,4.4570,-0.0409,103.8689
64.9891,1.8222,10.0000,1.8326,1.2885,1.2885,-24.3798,24.3379
70.5937,0.6437,10.0000,1.5693,0.4552,0.4552,-33.6843,33.7259
84.1070,22.8730,10.0000,1.2273,16.1737,16.1737,0.1735,57.6953
40.3637,17.5015,10.0000,1.7498,12.3754,12.3754,0.0706,9.3316
112.3528,21.2834,10.0000,0.6361,15.0496,15.0496,-0.2642,198.3638
75.5832,40.1204,10.0000,0.5382,28.3694,28.3694,0.2431,106.1244
97.0214,25.0549,10.0000,1.0036,17.7165,17.7165,0.1575,93.9786
46.1618,7.5791,10.0000,1.2304,5.3592,5.3592,0.0691,17.4026
20.8087,7.1597,10.0000,0.8380,5.0627,5.0627,0.2340,5.2175
71.3359,28.8867,10.0000,1.3321,20.4260,20.4260,0.0534,38.1641
54.3689,39.5046,10.0000,1.5217,27.9339,27.9339,-0.0425,19.3373
118.2170,32.6583,10.0000,1.7524,23.0929,23.0929,-0.0279,79.9175
117.0444,46.9595,10.0000,1.8438,33.2054,33.2054,-0.0659,74.4339
100.2768,4.3903,10.0000,1.1564,3.1044,3.1044,-92.3139,92.1496
20.0256,40.1710,10.0000,1.0995,28.4052,28.4052,-0.0040,3.7882
3.2334,38.9706,10.0000,1.1602,27.5564,27.5564,-0.1156,-0.1552
83.9761,2.4465,10.0000,0.9644,1.7299,1.7299,-77.6033,77.5367
45.1229,19.6798,10.0000,1.1704,13.9157,13.9157,-0.1298,17.3448
140.9115,28.4892,10.0000,1.9466,20.1449,20.1449,-0.0714,102.0835
147.1355,34.0511,10.0000,1.1935,24.0777,24.0777,0.0247,181.5003
42.9931,28.0057,10.0000,1.2440,19.8030,19.8030,-0.0882,14.8636
120.1230,34.7945,10.0000,0.5323,24.6034,24.6034,-0.1354,271.0446
134.4167,15.4089,10.0000,0.7884,10.8958,10.8958,-0.0088,229.1057
89.6290,49.2156,10.0000,1.8472,34.8007,34.8007,0.0790,43.5687
132.6025,0.9176,10.0000,1.0839,0.6489,0.6489,-172.0184,172.1368
141.5597,8.8664,10.0000,0.6531,6.2695,6.2695,0.0466,306.8549
82.3737,1.1201,10.0000,1.0245,0.7920,0.7920,-70.1828,70.2710
109.2580,1.5889,10.0000,0.7678,1.1235,1.1235,-164.7728,165.0130
86.5137,1.5035,10.0000,0.8736,1.0632,1.0632,-90.9276,90.7912
3.8786,4.4048,10.0000,1.4615,3.1147,3.1147,-0.1339,0.0631
66.9796,23.5705,10.0000,1.9636,16.6669,16.6669,-0.1157,22.7425
96.9453,49.3378,10.0000,1.8810,34.8871,34.8871,0.1941,50.0984
78.1804,26.8366,10.0000,0.5807,18.9764,18.9764,0.0524,105.1481
55.8469,32.5342,10.0000,1.8546,23.0052,23.0052,0.0303,16.7188
140.5702,5.5049,10.0000,0.7850,3.8926,3.8926,-0.0075,251.8472
124.4299,39.5848,10.0000,1.9889,27.9907,27.9907,-0.0997,77.8867
127.3628,38.3702,10.0000,0.9897,27.1318,27.1318,0.0629,163.9163
55.8801,14.7806,10.0000,0.8413,10.4515,10.4515,-0.1118,37.1410
88.9777,22.8795,10.0000,1.9156,16.1782,16.1782,0.0603,41.4099
130.8829,16.8154,10.0000,1.7163,11.8903,11.8903,-0.0753,99.7506
140.0252,8.5387,10.0000,1.8867,6.0378,6.0378,-0.0366,104.0675
100.2696,3.9388,10.0000,1.5778,2.7851,2.7851,-67.6123,67.7887
31.0165,14.9054,10.0000,1.8189,10.5397,10.5397,0.0940,5.2377
98.0776,26.8243,10.0000,1.7976,18.9677,18.9677,-0.0573,53.5800
10.8077,2.0512,10.0000,1.0361,1.4504,1.4504,-1.0426,1.0447
61.0090,2.2315,10.0000,0.7044,1.5779,1.5779,-55.9595,55.9178
100.0397,3.1769,10.0000,1.7087,2.2464,2.2464,-62.1173,62.2018
140.0588,28.1883,10.0000,1.5217,19.9322,19.9322,-0.0873,128.6810
121.6425,42.7554,10.0000,1.1471,30.2326,30.2326,0.0842,128.7924
72.6822,23.5918,10.0000,1.9207,16.6820,16.6820,0.0793,27.4348
113.5124,2.9080,10.0000,1.9268,2.0563,2.0563,-70.9463,70.8459
62.5571,2.0010,10.0000,0.5481,1.4149,1.4149,-75.6204,75.5811
145.7679,23.0979,10.0000,0.9143,16.3327,16.3327,-0.0089,232.6869
148.1962,47.8709,10.0000,0.6016,33.8498,33.8498,-0.0479,365.0036
129.6221,20.0794,10.0000,1.7404,14.1983,14.1983,0.1551,96.7070
58.3326,4.3461,10.0000,1.0945,3.0731,3.0731,-33.0978,32.9845
68.2113,11.0188,10.0000,1.3718,7.7914,7.7914,0.0534,33.8810
37.0031,36.2946,10.0000,1.0153,25.6642,25.6642,-0.0563,13.3245
117.6635,46.5248,10.0000,1.9568,32.8980,32.8980,0.0351,70.8644
132.4256,26.9386,10.0000,1.4051,19.0485,19.0485,0.0368,124.8391
137.0568,1.6954,10.0000,1.5015,1.1988,1.1988,-132.4932,132.6434
83.7427,27.7562,10.0000,1.7950,19.6266,19.6266,-0.1091,39.0666
89.8302,5.2082,10.0000,1.1301,3.6827,3.6827,-0.1435,71.3516
22.3315,13.4811,10.0000,0.6101,9.5326,9.5326,0.1597,8.0980
134.9570,40.0838,10.0000,1.8071,28.3435,28.3435,-0.2241,100.6746
67.5590,32.4872,10.0000,1.5420,22.9719,22.9719,-0.1413,29.6280
30.8509,40.6606,10.0000,1.7621,28.7514,28.7514,-0.0016,5.3997
134.9476,42.7055,10.0000,1.5144,30.1974,30.1974,0.0633,120.3993
114.3878,35.9311,10.0000,1.5521,25.4071,25.4071,-0.0843,84.4070
132.3729,4.7027,10.0000,1.8431,3.3253,3.3253,-100.7833,100.7767
42.7425,8.6645,10.0000,1.3811,6.1268,6.1268,0.0707,13.3850
100.9839,41.2763,10.0000,0.9878,29.1868,29.1868,0.1845,103.1366
99.6420,2.2543,10.0000,1.9923,1.5940,1.5940,-52.9969,52.8082
18.4222,3.5738,10.0000,0.8113,2.5271,2.5271,-4.4997,4.3627
61.0978,11.0650,10.0000,0.9294,7.8241,7.8241,-0.0851,40.1117
41.2930,30.6461,10.0000,1.7497,21.6701,21.6701,0.2014,9.7844
107.5005,30.8611,10.0000,1.6554,21.8221,21.8221,-0.0989,69.9195
42.5077,5.7246,10.0000,0.8009,4.0479,4.0479,0.0785,22.6187
134.4298,47.0673,10.0000,1.6471,33.2816,33.2816,0.0099,109.6688
123.9868,1.7375,10.0000,1.4239,1.2286,1.2286,-114.5624,114.4197
58.5040,0.6258,10.0000,1.9464,0.4425,0.4425,-18.7307,18.4310
74.6854,4.7328,10.0000,1.2555,3.3466,3.3466,-47.0564,47.0455
104.2208,2.9029,10.0000,1.2181,2.0526,2.0526,-94.5683,94.5149
125.1554,32.6651,10.0000,1.3785,23.0977,23.0977,0.0088,113.7003
91.4445,35.0859,10.0000,1.9694,24.8095,24.8095,0.0332,42.4419
86.2106,23.9798,10.0000,1.0236,16.9563,16.9563,-0.1837,72.5917
48.9063,3.5203,10.0000,0.8915,2.4892,2.4892,-28.4350,28.3766
68.4637,36.6245,10.0000,1.3849,25.8974,25.8974,-0.1258,33.8563
107.0693,26.1813,10.0000,1.6181,18.5130,18.5130,0.1895,70.7964
132.6608,23.4002,10.0000,0.6230,16.5464,16.5464,0.2168,282.5387
108.1284,49.4886,10.0000,1.0624,34.9937,34.9937,-0.0230,110.0199
2.7919,3.2339,10.0000,0.6305,2.2867,2.2867,-0.1669,0.1412
101.2165,26.8363,10.0000,0.9772,18.9761,18.9761,-0.1377,104.7501
65.7763,10.2768,10.0000,1.1798,7.2668,7.2668,-0.1283,36.6568
65.6730,3.8789,10.0000,0.7416,2.7428,2.7428,-61.6907,61.7267
17.5555,43.6139,10.0000,0.5898,30.8397,30.8397,-0.0280,5.1907
122.2023,4.9159,10.0000,1.1673,3.4761,3.4761,-135.8856,135.8272
48.7283,3.7745,10.0000,0.9279,2.6690,2.6690,-27.3466,27.3583
36.9342,4.3579,10.0000,0.7988,3.0815,3.0815,-18.1799,18.0000
51.4070,4.9633,10.0000,1.2647,3.5096,3.5096,-22.1066,22.2945
56.3538,20.3889,10.0000,0.5292,14.4171,14.4171,0.0979,60.0550
81.9831,19.2371,10.0000,1.7452,13.6027,13.6027,-0.0048,38.4382
84.2880,21.9887,10.0000,0.8006,15.5484,15.5484,-0.0092,88.7383
59.3733,44.1447,10.0000,1.1398,31.2150,31.2150,0.0060,31.0124
59.7196,28.9145,10.0000,1.5996,20.4456,20.4456,-0.0597,22.4055
77.3051,6.1320,10.0000,1.2902,4.3360,4.3360,0.0150,46.1838
98.6296,16.1760,10.0000,0.9039,11.4381,11.4381,0.0633,107.7091
142.6373,37.5656,10.0000,1.6518,26.5629,26.5629,-0.1413,123.1576
108.3523,24.4572,10.0000,1.9316,17.2938,17.2938,0.0872,60.7072
60.0120,3.9176,10.0000,0.6765,2.7701,2.7701,-56.4647,56.3988
124.7807,16.7653,10.0000,0.5373,11.8548,11.8548,-0.1180,289.7552
20.1508,13.5234,10.0000,1.1331,9.5625,9.5625,-0.1699,3.5414
9.0700,14.6515,10.0000,0.5966,10.3602,10.3602,-0.0022,1.3645
12.6371,27.2703,10.0000,0.6884,19.2830,19.2830,0.0336,2.2423
24.5847,6.4850,10.0000,0.6386,4.5856,4.5856,0.1340,9.4855
48.6330,21.7681,10.0000,0.8490,15.3924,15.3924,0.1603,27.6430
45.2590,21.0505,10.0000,0.8168,14.8849,14.8849,-0.0948,25.1001
1.7521,17.3618,10.0000,1.4147,12.2766,12.2766,-0.1096,0.1063
80.9858,16.8980,10.0000,1.0918,11.9487,11.9487,-0.2499,59.9886
14.3059,1.1572,10.0000,1.5900,0.8183,0.8183,-1.2564,1.2489
21.9772,38.5032,10.0000,1.9419,27.2259,27.2259,0.0352,2.5897
