velocity,radius,weight,stiffness,displacement_x,displacement_y,sequence_id,step_in_sequence
98.6412,9.7158,10.0000,1.2612,40.7190,65.7748,94,8
101.0045,7.2692,10.0000,1.8074,39.2234,40.8972,94,9
19.9547,19.6786,10.0000,0.8696,2.7368,3.8102,94,10
140.1016,18.2489,10.0000,0.7762,175.8359,181.5860,95,1
68.2042,15.3911,10.0000,1.2599,6.6522,36.2898,95,2
146.0557,39.0956,10.0000,0.7662,-128.4411,247.0109,95,3
129.2485,18.3008,10.0000,1.0577,28.8601,155.4079,95,4
80.2809,33.1979,10.0000,1.2579,23.2324,45.7599,95,5
124.3664,18.4665,10.0000,1.1806,82.8096,101.4826,95,6
94.1273,45.6400,10.0000,0.5897,-27.2011,147.8203,95,7
52.3444,17.1044,10.0000,0.5567,16.5221,46.5559,95,8
100.1700,16.8882,10.0000,1.6061,-6.8524,62.0912,95,9
47.1271,1.9542,10.0000,1.6763,-21.0078,15.6770,95,10
19.4859,38.5815,10.0000,1.5408,0.2041,2.3522,96,1
62.0141,29.3131,10.0000,0.7945,-18.4034,44.8085,96,2
145.8458,38.1329,10.0000,1.4850,-82.5645,117.0083,96,3
4.8949,48.3219,10.0000,0.6874,0.0743,0.3713,96,4
28.9817,2.7077,10.0000,1.3976,-8.0629,6.2553,96,5
40.1043,47.8173,10.0000,1.8501,6.0302,6.3080,96,6
80.1962,24.9980,10.0000,1.1638,14.6487,53.3941,96,7
8.0540,47.2508,10.0000,1.2964,0.5542,0.2859,96,8
12.2192,44.0321,10.0000,1.7903,-0.0778,0.9027,96,9
13.1783,20.6500,10.0000,0.8577,1.2919,1.5569,96,10
85.3235,38.6727,10.0000,1.5562,5.8267,46.5262,97,1
32.6598,18.6172,10.0000,1.3259,3.3226,7.3225,97,2
96.5547,16.1195,10.0000,1.1336,-31.3554,76.0455,97,3
49.7937,2.1798,10.0000,1.5920,-13.3950,24.8061,97,4
103.4153,2.0321,10.0000,0.8022,-78.2115,188.9562,97,5
26.4234,20.0197,10.0000,0.8941,2.6752,7.3498,97,6
57.8163,12.7499,10.0000,1.9039,-1.6257,17.7367,97,7
7.0752,47.3395,10.0000,1.2176,0.0749,0.2951,97,8
33.7610,28.1332,10.0000,1.8836,-3.7295,4.5714,97,9
61.3190,19.9589,10.0000,1.8692,-1.0856,19.9885,97,10
70.4086,9.4977,10.0000,1.8907,-8.4710,24.7507,98,1
18.8482,48.1792,10.0000,1.7650,1.3140,1.7026,98,2
129.0148,15.7020,10.0000,1.7910,-60.1273,70.8262,98,3
112.3120,7.9237,10.0000,1.9793,-30.0941,56.1336,98,4
7.5683,15.5000,10.0000,1.5977,0.1693,0.2643,98,5
64.6780,26.1546,10.0000,1.6084,-9.7623,24.0919,98,6
131.0175,1.6088,10.0000,0.6588,-393.4914,327.7672,98,7
8.3787,11.1359,10.0000,0.6215,0.4187,0.7825,98,8
42.6284,4.0539,10.0000,0.9033,-25.1469,17.0280,98,9
42.3479,30.2280,10.0000,1.1541,7.5204,13.3517,98,10
1.7853,24.7819,10.0000,1.6945,-0.0318,0.0698,99,1
46.3372,24.9672,10.0000,1.9786,5.4924,9.4116,99,2
60.2825,22.6579,10.0000,1.0398,18.6866,29.5577,99,3
96.6550,41.7322,10.0000,1.1094,10.3781,83.5585,99,4
27.6651,0.6199,10.0000,1.4970,-6.3243,5.4653,99,5
71.3483,39.1441,10.0000,1.3383,11.6495,36.3427,99,6
45.0523,44.3660,10.0000,1.8192,-7.4177,8.1712,99,7
10.7268,49.6209,10.0000,1.1836,-0.1818,1.0801,99,8
137.0646,36.0258,10.0000,1.3181,-53.2414,132.2117,99,9
94.5886,4.5759,10.0000,1.0655,-114.8461,85.1849,99,10
50.5684,21.1644,10.0000,1.7673,-1.0817,14.3624,100,1
108.9157,43.0385,10.0000,0.8260,81.4351,118.1179,100,2
94.7896,40.2079,10.0000,1.9467,21.2116,40.9465,100,3
25.3857,6.1370,10.0000,0.7799,-5.0980,6.2874,100,4
6.8487,43.8895,10.0000,1.9253,-0.0084,0.3042,100,5
117.7831,11.8977,10.0000,1.5508,-61.4256,65.1217,100,6
60.0045,32.2687,10.0000,1.4548,-17.1664,17.7737,100,7
2.3513,23.1615,10.0000,0.6716,0.2414,0.0239,100,8
34.3652,36.6684,10.0000,1.4676,-4.0814,6.8655,100,9
32.9633,31.1526,10.0000,1.4071,-0.3687,7.6928,100,10
24.3273,21.5115,10.0000,1.7162,-2.0805,2.6622,101,1
117.4308,6.2953,10.0000,1.7745,-49.4147,60.0130,101,2
147.7855,27.1723,10.0000,1.3324,-38.7314,159.5130,101,3
142.8308,6.1270,10.0000,1.3615,-52.9457,140.0683,101,4
132.7562,0.6794,10.0000,1.2500,-156.9789,162.7978,101,5
19.5977,43.6241,10.0000,0.5593,-1.5017,6.7244,101,6
77.6585,44.5575,10.0000,0.7765,35.0223,69.4382,101,7
146.0519,38.0904,10.0000,1.8402,59.0081,99.7979,101,8
37.2931,31.8552,10.0000,0.9436,-6.3768,13.3557,101,9
98.1381,40.0888,10.0000,1.7675,3.3888,54.5602,101,10
119.1427,38.8503,10.0000,1.8801,-52.8095,53.8355,102,1
104.0681,5.6789,10.0000,0.6439,-73.2662,151.4802,102,2
83.9216,15.2815,10.0000,0.5190,76.2583,112.0357,102,3
81.4905,47.3120,10.0000,1.9993,6.4316,32.6393,102,4
125.9692,26.7056,10.0000,0.5892,16.7019,268.9397,102,5
7.7034,45.4038,10.0000,1.4768,0.0667,0.3983,102,6
9.2737,22.6771,10.0000,1.6322,0.0089,0.4976,102,7
110.2195,47.0418,10.0000,1.0608,2.9952,114.4918,102,8
101.4436,14.4555,10.0000,0.9428,-5.4791,109.0123,102,9
29.0203,46.0174,10.0000,1.5955,-2.9340,4.2430,102,10
46.6823,8.0206,10.0000,0.9263,2.5086,23.4237,103,1
1.4703,31.2656,10.0000,0.6696,0.1789,0.0016,103,2
140.0388,12.6704,10.0000,1.0203,-36.1101,188.7437,103,3
37.7120,17.8338,10.0000,1.8576,-2.2435,7.2675,103,4
17.7233,4.6344,10.0000,1.0514,-3.9540,3.3008,103,5
94.1260,34.6100,10.0000,1.1880,33.7813,66.4757,103,6
34.7051,38.6338,10.0000,1.3150,-0.4202,9.1728,103,7
112.8578,37.8784,10.0000,0.9403,-58.7189,122.1477,103,8
97.2736,22.9620,10.0000,1.8667,6.0442,50.3389,103,9
14.1900,15.9123,10.0000,1.8089,-0.0153,1.1277,103,10
79.2800,16.5722,10.0000,0.8146,-9.6303,76.6622,104,1
126.4820,33.9754,10.0000,1.9775,-55.2185,59.1579,104,2
108.0515,20.6959,10.0000,1.6708,45.6492,52.7918,104,3
86.7858,10.8381,10.0000,1.9734,4.9931,37.9378,104,4
61.5622,3.0933,10.0000,1.4757,-25.1932,29.5495,104,5
4.3631,46.9885,10.0000,1.9056,-0.0264,0.2215,104,6
17.7729,5.4836,10.0000,1.6198,1.0110,1.5399,104,7
4.9970,26.2778,10.0000,0.5145,-0.2666,0.2997,104,8
105.5515,16.0455,10.0000,0.5852,85.0201,170.3359,104,9
137.7540,20.7975,10.0000,1.1615,43.2751,157.7017,104,10
24.8473,18.3693,10.0000,1.3591,0.8057,4.4309,105,1
138.3498,37.2848,10.0000,1.0401,-36.2610,180.2986,105,2
72.6058,9.1300,10.0000,1.9259,-18.7620,19.9724,105,3
137.3215,41.9952,10.0000,1.7032,22.4145,108.3669,105,4
18.0343,13.3437,10.0000,1.9916,1.0954,1.2361,105,5
20.4292,6.1078,10.0000,1.1920,-1.0753,3.3083,105,6
14.8170,46.8031,10.0000,1.9844,0.0017,0.9604,105,7
17.6409,42.2881,10.0000,1.1206,-1.0851,2.5398,105,8
125.5655,13.6962,10.0000,0.7029,138.1773,176.6949,105,9
83.7359,33.8627,10.0000,0.6566,-14.7001,105.6184,105,10
90.2973,35.9156,10.0000,1.8045,-21.5211,39.6542,106,1
115.6431,48.0503,10.0000,0.9520,72.6577,120.1525,106,2
95.8547,16.7776,10.0000,0.5020,-18.3647,181.9960,106,3
134.3395,35.3214,10.0000,1.3160,51.5184,127.0126,106,4
85.8139,29.3431,10.0000,0.5791,-20.4297,125.5809,106,5
104.1833,17.4839,10.0000,0.6684,-23.6527,160.7839,106,6
133.5413,36.9574,10.0000,1.6874,-24.2520,102.8416,106,7
39.1955,36.9541,10.0000,1.5699,-2.7937,9.4605,106,8
109.0944,16.7818,10.0000,0.6422,-85.7256,164.1628,106,9
62.6462,24.3100,10.0000,1.9090,11.1011,17.1853,106,10
39.4457,31.2264,10.0000,1.1615,-3.3238,13.1004,107,1
6.3990,35.5126,10.0000,1.1428,-0.0461,0.4491,107,2
133.1455,49.6834,10.0000,1.5925,-1.1072,111.1844,107,3
72.3760,42.9857,10.0000,1.8739,-7.4533,27.0376,107,4
142.4085,4.4559,10.0000,1.0789,-214.4044,185.5239,107,5
77.3518,18.3307,10.0000,0.5382,-75.9943,81.2362,107,6
5.0084,43.2402,10.0000,1.5238,0.0838,0.1010,107,7
134.0037,38.4225,10.0000,1.9998,33.5173,83.2512,107,8
2.9152,16.9170,10.0000,1.5943,0.0203,-0.0519,107,9
16.5671,6.5875,10.0000,1.2278,-1.1756,1.8487,107,10
98.1119,11.3522,10.0000,1.9739,-32.9435,36.0107,108,1
56.7279,30.1366,10.0000,1.6350,-13.5580,14.4032,108,2
29.8105,26.4492,10.0000,0.7624,2.6975,11.2828,108,3
66.4110,9.1736,10.0000,0.8087,-9.8914,53.7414,108,4
38.4578,3.9445,10.0000,0.8793,-14.5361,27.1258,108,5
81.3874,21.1098,10.0000,0.7547,0.1206,87.6475,108,6
125.8552,44.9547,10.0000,1.8617,-36.5532,76.8889,108,7
145.8092,44.4041,10.0000,1.5084,87.9697,110.0247,108,8
87.5620,40.2200,10.0000,1.3837,2.2077,55.2132,108,9
82.9117,46.9319,10.0000,1.3861,-0.5274,49.8823,108,10
103.3822,23.1981,10.0000,1.7462,-26.9974,55.0335,109,1
105.6509,47.7977,10.0000,1.4952,26.8528,69.6968,109,2
59.3049,48.6625,10.0000,0.9513,0.1225,36.7860,109,3
46.7632,6.0142,10.0000,0.6130,-25.0512,25.4375,109,4
148.4798,43.1328,10.0000,1.7406,-80.3034,97.8846,109,5
121.2725,36.4094,10.0000,1.8081,15.9045,79.7859,109,6
76.0900,1.7695,10.0000,0.5653,-130.9726,152.9584,109,7
149.1111,30.6229,10.0000,1.8398,-24.2817,118.4511,109,8
138.1315,1.7274,10.0000,1.8669,-71.8022,143.8286,109,9
16.6921,8.4062,10.0000,1.2184,-1.3919,1.8114,109,10
112.2227,18.7747,10.0000,1.9052,-35.0383,56.0367,110,1
109.4270,12.3164,10.0000,0.7641,-59.2769,145.0568,110,2
148.8263,29.4724,10.0000,1.3965,64.3092,145.0474,110,3
8.2971,31.5077,10.0000,1.1544,-0.1075,0.7570,110,4
52.4712,4.8478,10.0000,0.5371,-65.1119,71.5645,110,5
119.0529,46.4817,10.0000,0.8350,33.1545,166.3084,110,6
17.0575,32.2326,10.0000,1.7538,-0.2943,1.5291,110,7
52.0179,10.2440,10.0000,1.9718,-1.0056,13.5818,110,8
13.7517,14.4399,10.0000,0.9719,-1.1478,1.4432,110,9
35.4034,11.4625,10.0000,0.5961,-10.9138,18.0045,110,10
67.5812,45.1298,10.0000,1.2267,1.6649,37.1643,111,1
33.6416,15.8935,10.0000,1.1995,4.1039,8.3223,111,2
60.3527,35.8914,10.0000,0.8279,-12.9139,41.9951,111,3
113.0688,7.0375,10.0000,1.0163,-48.7705,115.9377,111,4
31.2784,12.7005,10.0000,1.1771,-5.1580,6.4150,111,5
75.2801,31.7396,10.0000,1.5433,5.4615,36.2210,111,6
73.5668,34.8012,10.0000,1.4455,14.1863,34.5973,111,7
43.8453,9.2220,10.0000,1.2829,-8.2219,12.4254,111,8
83.1841,42.7997,10.0000,0.7362,34.7360,87.2232,111,9
20.7981,41.3853,10.0000,0.9861,0.2863,4.5108,111,10
12.5732,12.8325,10.0000,1.6015,0.1936,0.7700,112,1
40.3582,1.0019,10.0000,1.8874,-10.7126,13.0131,112,2
98.8285,6.8199,10.0000,0.8015,-72.0228,98.2416,112,3
19.7921,12.8845,10.0000,1.4041,-0.7314,2.8303,112,4
99.8741,26.1383,10.0000,1.8642,30.3366,44.2745,112,5
41.4948,5.1928,10.0000,1.1229,4.2534,14.8248,112,6
89.9163,36.5964,10.0000,1.5258,-11.7819,51.7584,112,7
28.0871,8.3036,10.0000,1.6401,2.9864,3.8971,112,8
139.6204,44.8001,10.0000,0.7912,-170.9919,177.4149,112,9
49.2360,20.3989,10.0000,1.6714,-7.3912,12.4729,112,10
34.3465,12.8317,10.0000,1.7986,-1.7572,6.2457,113,1
100.9547,11.2010,10.0000,0.9694,-40.6049,97.0378,113,2
135.2022,19.4800,10.0000,1.3257,24.7173,135.4904,113,3
53.3883,40.7497,10.0000,1.0248,-9.0511,26.2363,113,4
146.0017,33.4753,10.0000,1.1442,-97.1702,158.9250,113,5
17.9497,18.7415,10.0000,1.5279,1.1501,1.8025,113,6
13.5324,32.7674,10.0000,1.4157,0.1593,1.1376,113,7
111.4723,5.1120,10.0000,1.5280,43.3003,68.6898,113,8
29.9179,21.5404,10.0000,0.8365,-2.6591,10.3915,113,9
51.9663,10.4086,10.0000,0.7061,26.1213,28.0952,113,10
137.0006,15.1230,10.0000,0.5639,-175.5201,282.6317,114,1
71.6238,46.6930,10.0000,0.5147,-21.8214,97.2547,114,2
149.3073,14.9168,10.0000,1.4425,18.0717,153.4532,114,3
59.3806,37.3522,10.0000,0.8193,25.3815,34.9213,114,4
93.4050,44.1978,10.0000,0.6322,-42.7931,131.3273,114,5
132.9897,36.5388,10.0000,1.6638,-42.8936,97.3608,114,6
146.7336,44.9744,10.0000,1.2742,-1.7082,169.0782,114,7
107.7028,29.2656,10.0000,1.9526,39.1034,44.6555,114,8
78.7979,32.2223,10.0000,1.0111,-14.2069,59.8775,114,9
139.3135,27.3688,10.0000,1.5096,47.8029,119.0466,114,10
22.8567,37.7828,10.0000,1.7031,0.1258,2.9407,115,1
93.5575,12.7386,10.0000,0.6188,-74.5962,120.2608,115,2
97.9745,26.6583,10.0000,0.7868,-48.3754,111.8282,115,3
132.8282,23.0046,10.0000,1.5231,39.0555,109.1914,115,4
9.5307,28.5568,10.0000,1.5397,-0.2366,0.4661,115,5
145.5433,49.1546,10.0000,0.7457,-4.3036,284.0588,115,6
97.9528,21.1796,10.0000,0.5823,-5.0797,164.6507,115,7
28.3342,34.9827,10.0000,0.6944,-5.0955,10.6105,115,8
19.0109,43.4135,10.0000,0.7953,-0.5360,4.2147,115,9
133.2475,7.3717,10.0000,0.8344,-27.5783,210.9917,115,10
123.8725,32.4092,10.0000,0.5546,128.0711,245.2612,116,1
35.4667,37.5781,10.0000,1.7781,4.2011,5.7918,116,2
16.2655,28.6513,10.0000,0.8527,-1.5546,2.4865,116,3
3.1859,35.5009,10.0000,1.6982,-0.0578,0.0689,116,4
56.0264,1.6001,10.0000,0.5563,-75.6531,44.7249,116,5
141.3789,18.7229,10.0000,0.7618,-109.7993,238.2142,116,6
69.1698,36.3671,10.0000,1.3774,-14.7383,31.3442,116,7
65.0907,28.8976,10.0000,1.2246,4.2011,34.3698,116,8
112.3091,28.5714,10.0000,1.0281,35.4576,117.4995,116,9
118.5067,44.3415,10.0000,1.1320,-66.1214,104.8459,116,10
80.7514,13.0626,10.0000,0.9594,-35.5314,58.0786,117,1
26.5686,9.8094,10.0000,1.4257,-0.5596,4.7985,117,2
5.4171,41.9572,10.0000,1.8427,-0.1919,0.1805,117,3
126.6121,8.8078,10.0000,1.4500,-50.8884,98.1154,117,4
24.9377,4.0304,10.0000,0.7538,-5.2462,12.3737,117,5
95.7192,43.4615,10.0000,0.8073,-61.0847,95.7234,117,6
129.5637,7.0376,10.0000,1.6265,-31.3045,98.4526,117,7
6.8390,41.2486,10.0000,1.9995,-0.1476,-0.0631,117,8
47.2003,37.9771,10.0000,1.2092,3.2633,17.8577,117,9
11.1706,22.3045,10.0000,0.7128,1.1867,1.4236,117,10
149.4202,12.5340,10.0000,1.8606,-37.3483,114.1127,118,1
124.4465,46.8663,10.0000,1.9952,12.5860,76.6777,118,2
92.7137,31.3072,10.0000,1.5508,0.9137,55.4468,118,3
43.2106,2.5040,10.0000,1.8515,-14.3774,11.9883,118,4
34.6917,10.7093,10.0000,1.4783,-5.0139,6.3390,118,5
13.5885,13.8743,10.0000,1.6169,-0.2555,1.1256,118,6
39.4244,13.8159,10.0000,1.5322,-2.0116,9.9308,118,7
98.3210,17.1107,10.0000,0.9666,12.4098,99.2537,118,8
28.0761,33.5474,10.0000,0.6730,3.5308,11.3666,118,9
62.9696,1.6265,10.0000,1.7949,-24.0638,26.4826,118,10
11.7263,4.8157,10.0000,1.1006,-1.0822,1.9350,119,1
115.0383,23.4774,10.0000,0.8617,21.0410,151.9444,119,2
85.0717,30.5737,10.0000,0.6192,15.6018,115.9504,119,3
37.5514,3.0939,10.0000,1.5913,-9.5194,9.6843,119,4
7.8313,41.0360,10.0000,1.6758,0.3474,0.3894,119,5
11.2062,44.4755,10.0000,1.5693,0.1354,0.6853,119,6
123.5944,1.7618,10.0000,1.0036,-143.1125,223.5289,119,7
117.1563,41.8297,10.0000,1.8438,7.2385,74.0702,119,8
147.0593,15.8265,10.0000,1.1704,-123.1545,137.7543,119,9
59.5087,1.5662,10.0000,0.7884,-56.5180,67.0201,119,10
66.4017,16.2091,10.0000,1.4615,-20.3868,21.9600,120,1
140.1717,45.6388,10.0000,0.7850,-175.0094,179.0010,120,2
144.2947,47.4670,10.0000,1.7163,-74.9953,95.5810,120,3
73.2569,43.9278,10.0000,1.0361,28.1411,43.6182,120,4
135.2634,4.7620,10.0000,1.9268,-82.5542,118.1248,120,5
27.3676,22.8346,10.0000,1.3718,1.4215,5.3204,120,6
49.3463,35.0439,10.0000,1.7950,1.4718,13.5522,120,7
129.4351,36.2594,10.0000,1.7621,-25.9034,91.5763,120,8
106.9241,31.4336,10.0000,0.9878,-81.2200,82.4098,120,9
61.9396,42.4899,10.0000,1.6554,10.6138,20.6911,120,10
15.9979,25.4327,10.0000,1.2181,-0.0603,2.0342,121,1
16.1833,13.4196,10.0000,1.3849,-0.8203,1.6995,121,2
111.9158,4.8069,10.0000,0.9772,-110.0280,192.1118,121,3
109.3554,14.6211,10.0000,0.7988,-2.3298,149.6852,121,4
118.9938,36.7879,10.0000,1.2902,39.0144,102.8194,121,5
4.7531,6.3255,10.0000,0.5373,-0.1644,0.3604,121,6
141.1951,5.0747,10.0000,0.8490,102.9328,211.0196,121,7
117.8029,36.4716,10.0000,1.9419,-27.4879,66.1304,121,8
123.8475,18.4572,10.0000,1.6955,-39.3820,81.6465,121,9
146.0931,41.5102,10.0000,1.4437,46.6817,140.4486,121,10
144.2847,12.3624,10.0000,0.5006,-249.2884,332.8843,122,1
27.3341,37.5615,10.0000,1.4253,2.7171,4.6808,122,2
99.3774,32.7642,10.0000,1.4192,-38.4638,57.9930,122,3
30.3924,20.7531,10.0000,1.9965,-0.9752,4.3893,122,4
55.9521,16.3848,10.0000,0.8834,-22.5405,27.3342,122,5
108.7404,47.6474,10.0000,1.8113,32.9194,56.3702,122,6
36.6162,39.6093,10.0000,0.6085,8.4351,20.2000,122,7
65.0238,13.1153,10.0000,1.8683,4.5776,22.2118,122,8
102.4830,40.9102,10.0000,0.6256,116.4807,120.7874,122,9
35.6843,21.0930,10.0000,1.1951,0.5893,10.6472,122,10
0.6951,39.1640,10.0000,0.9349,0.0075,-0.1813,123,1
14.8643,27.9842,10.0000,0.8212,-0.2593,2.7884,123,2
78.4970,10.8149,10.0000,0.8579,13.3495,70.6147,123,3
32.4414,16.2875,10.0000,0.6611,-7.3996,14.1162,123,4
124.8082,2.4726,10.0000,1.4363,-108.9874,148.1446,123,5
21.6238,23.6655,10.0000,0.5001,-3.2902,8.7049,123,6
143.5665,32.0682,10.0000,1.1590,-25.5162,175.9715,123,7
52.1732,2.9297,10.0000,1.5795,-21.1366,24.5991,123,8
103.4103,43.9306,10.0000,1.7415,5.0827,61.3266,123,9
16.2865,32.5630,10.0000,1.2602,1.2505,1.5219,123,10
116.2366,31.9023,10.0000,1.5972,43.6013,72.5494,124,1
73.4646,30.7636,10.0000,1.6977,-9.0243,30.2831,124,2
38.9841,2.5260,10.0000,0.6551,-17.4271,37.9797,124,3
146.4502,35.0347,10.0000,1.0445,55.8927,197.6415,124,4
113.0752,12.4025,10.0000,1.0623,53.6977,107.6958,124,5
95.3890,21.6385,10.0000,1.4855,-2.8322,61.1166,124,6
76.6237,18.3651,10.0000,1.6197,-19.8478,30.5773,124,7
8.3083,40.4775,10.0000,1.3142,0.0878,0.4087,124,8
79.6314,39.0163,10.0000,0.6451,7.4843,98.0672,124,9
120.0044,0.5738,10.0000,0.5258,-254.2123,399.4006,124,10
122.5955,21.3819,10.0000,1.0653,43.4154,134.2587,125,1
28.9868,13.1177,10.0000,0.9456,-4.3275,7.7911,125,2
144.2991,32.7292,10.0000,0.8919,-129.1733,194.5849,125,3
88.9854,31.6387,10.0000,1.8873,2.7559,41.9135,125,4
93.2795,2.2084,10.0000,1.1811,-110.6984,75.9326,125,5
118.4771,6.5519,10.0000,0.6513,142.0348,162.1500,125,6
84.6870,30.1745,10.0000,0.7580,-60.1596,73.0643,125,7
122.9162,19.2850,10.0000,0.8491,-55.5092,169.0146,125,8
28.3281,6.2453,10.0000,0.7292,-4.7448,9.8996,125,9
6.7219,9.8846,10.0000,1.4471,0.1918,0.1943,125,10
130.3042,17.1043,10.0000,0.8103,121.6824,170.7800,126,1
134.3837,36.3564,10.0000,0.5054,-167.4971,315.8470,126,2
81.0306,42.0444,10.0000,1.0334,17.9295,60.8537,126,3
45.6605,15.6193,10.0000,1.7318,4.1721,11.1565,126,4
59.1140,18.0726,10.0000,1.0190,-4.6070,33.8034,126,5
84.9380,19.3108,10.0000,1.3197,34.1885,42.6743,126,6
149.0574,31.7038,10.0000,1.7131,88.3566,94.7269,126,7
15.9061,10.8799,10.0000,1.3819,-0.8164,1.7237,126,8
73.9524,26.4650,10.0000,1.3080,-10.7702,40.3476,126,9
143.9934,35.1058,10.0000,0.7834,120.2629,235.8056,126,10
12.6654,47.9912,10.0000,1.8159,-0.4897,0.7464,127,1
14.8634,6.4517,10.0000,1.6252,-0.4851,1.1772,127,2
4.5405,27.1400,10.0000,1.2908,-0.1915,0.2192,127,3
145.1554,35.3602,10.0000,1.6246,39.0034,123.6729,127,4
53.8917,1.7172,10.0000,1.6452,-18.1787,22.7802,127,5
56.6121,11.7510,10.0000,1.1323,12.4328,25.4918,127,6
115.6476,42.7841,10.0000,0.8117,16.0200,163.8518,127,7
0.9111,25.0054,10.0000,1.2358,0.0332,-0.1081,127,8
83.9310,7.3707,10.0000,1.4130,19.6025,45.9526,127,9
120.2466,25.9927,10.0000,1.4876,-45.1663,86.0833,127,10
59.9674,18.3248,10.0000,0.7788,-7.1040,45.4833,128,1
6.6248,23.4489,10.0000,1.4469,-0.1160,0.1049,128,2
104.4472,24.8288,10.0000,1.6719,-45.4178,46.6204,128,3
134.3955,39.5026,10.0000,1.5874,-44.4116,104.7493,128,4
13.3279,4.8970,10.0000,1.1771,-2.2996,1.0995,128,5
123.2379,6.4251,10.0000,0.7372,-69.5978,193.9180,128,6
47.0703,20.2129,10.0000,1.4820,9.8690,11.2442,128,7
41.2564,47.6136,10.0000,1.0692,8.6004,13.5668,128,8
124.2420,40.1356,10.0000,0.7896,95.9192,170.4418,128,9
144.0894,40.6453,10.0000,0.8203,117.2743,224.1192,128,10
38.9806,34.4036,10.0000,0.7355,4.1977,20.3962,129,1
83.5943,8.4541,10.0000,1.6069,-3.9096,43.4140,129,2
77.9574,15.3409,10.0000,1.4484,16.9165,38.4658,129,3
28.5038,31.2003,10.0000,0.8717,-2.2960,8.9405,129,4
51.2516,33.0144,10.0000,1.9210,-7.0786,11.8166,129,5
45.7321,33.3785,10.0000,1.2657,1.6655,16.5371,129,6
8.6809,12.9163,10.0000,0.9372,-0.0263,0.7823,129,7
141.4157,43.2891,10.0000,1.9309,-49.2838,91.0031,129,8
30.4303,4.6062,10.0000,1.7587,-7.8485,3.8579,129,9
114.8623,11.1749,10.0000,0.7200,24.0720,181.5599,129,10
120.0103,46.8240,10.0000,0.8980,106.8663,119.6044,130,1
115.8743,36.4738,10.0000,1.0002,85.0347,104.0138,130,2
8.8546,18.9610,10.0000,1.6482,0.0563,0.4787,130,3
0.2699,12.6525,10.0000,0.6925,0.0390,-0.1229,130,4
82.3006,42.9517,10.0000,0.6730,-56.9256,82.9653,130,5
47.9060,37.7693,10.0000,0.8978,-1.2124,25.3951,130,6
6.6111,41.4752,10.0000,0.6737,0.0005,0.4639,130,7
101.1389,37.7736,10.0000,1.5556,14.7939,63.9735,130,8
79.1619,41.2214,10.0000,1.1348,32.2058,44.6937,130,9
91.2348,31.1256,10.0000,0.8015,12.5778,103.0390,130,10
64.7121,41.8473,10.0000,0.8097,-12.4072,50.2310,131,1
46.7910,19.1605,10.0000,0.7185,16.8853,25.4651,131,2
133.5054,15.4264,10.0000,1.6716,-30.2409,102.1189,131,3
106.7646,35.0934,10.0000,1.4881,-17.3722,74.7079,131,4
69.0821,4.6950,10.0000,1.4921,-21.7732,47.4034,131,5
117.7470,15.9538,10.0000,0.7185,126.8298,145.6171,131,6
121.9416,15.3283,10.0000,1.6218,30.7386,86.3236,131,7
57.8488,7.9985,10.0000,0.6157,0.4042,54.3219,131,8
121.1717,32.8858,10.0000,1.4953,-20.8336,96.0602,131,9
148.3562,36.2978,10.0000,1.3799,-89.9674,131.6795,131,10
136.5971,33.3476,10.0000,1.8584,-28.8389,96.4221,132,1
26.8474,10.9137,10.0000,1.1236,3.1796,5.4951,132,2
49.5303,17.3382,10.0000,1.8928,0.9704,12.9255,132,3
130.1590,40.6112,10.0000,1.7073,56.1105,81.9607,132,4
96.8179,14.5995,10.0000,0.9037,5.4973,103.5750,132,5
75.5605,22.1913,10.0000,0.8828,34.4683,54.6216,132,6
61.8110,12.9998,10.0000,0.5266,5.8686,72.3785,132,7
128.5419,7.5999,10.0000,0.8877,-82.1648,167.0647,132,8
53.2657,46.8470,10.0000,0.7868,-1.5832,35.9996,132,9
84.3834,12.3727,10.0000,1.0363,34.3450,59.3309,132,10
27.2771,31.3546,10.0000,1.5823,-1.5991,4.3783,133,1
50.8434,25.4677,10.0000,0.9453,-7.6384,26.1474,133,2
34.4552,26.4197,10.0000,1.0873,3.0338,10.6447,133,3
17.7462,47.8922,10.0000,0.5066,-0.8606,6.1937,133,4
77.0281,3.6973,10.0000,0.6466,-143.4757,80.5578,133,5
39.1495,6.7023,10.0000,1.7413,5.9326,6.3445,133,6
57.6245,27.6833,10.0000,1.2440,-14.4606,22.2864,133,7
101.2237,45.8759,10.0000,1.4955,-0.1198,68.4014,133,8
82.1633,44.6434,10.0000,1.2972,31.0707,41.6792,133,9
74.3832,29.4386,10.0000,1.9351,5.6757,28.0353,133,10
39.5704,33.4317,10.0000,1.2468,-6.6108,10.6025,134,1
31.5218,25.9487,10.0000,1.3756,-0.0013,7.2850,134,2
17.0923,10.1094,10.0000,1.1823,-0.1308,2.5451,134,3
5.8534,8.6889,10.0000,1.2428,0.1152,0.2373,134,4
122.1640,13.1451,10.0000,1.3016,68.6258,91.9480,134,5
109.8713,36.5108,10.0000,1.3080,-24.5449,88.9741,134,6
78.4690,45.5788,10.0000,1.3351,-24.6166,38.9720,134,7
91.2145,12.2421,10.0000,1.4176,6.1539,58.2910,134,8
107.6157,46.7095,10.0000,1.5551,-20.3250,71.6966,134,9
37.9562,22.7381,10.0000,1.9850,4.3194,5.9703,134,10
